ID,V2,V5,V6,DrivingStyle
DR_7379,535,1719,2,Normal
DR_63163,976,2443,4,Normal
DR_46130,549,1711,2,Normal
DR_26249,1028,3685,4,Normal
DR_11472,526,882,2,Normal
DR_32753,582,1791,2,Normal
DR_20381,919,8336,3,Normal
DR_71200,612,1821,2,Normal
DR_40881,584,1735,2,Normal
DR_26536,508,2044,2,Normal
DR_73848,1650,9526,5,Normal
DR_25738,1240,1954,3,Normal
DR_46662,1625,24064,6,Vague
DR_49908,573,1725,2,Vague
DR_17618,532,1603,2,Vague
DR_68402,705,2076,2,Normal
DR_47524,546,1685,2,Vague
DR_25609,594,2023,2,Normal
DR_32405,532,488,2,Normal
DR_44911,938,1471,3,Vague
DR_54985,1700,12676,6,Aggressive
DR_28344,1696,23055,6,Aggressive
DR_28836,1679,17705,6,Vague
DR_70184,1687,17609,5,Vague
DR_15801,536,1375,2,Vague
DR_16763,1715,12488,5,Vague
DR_37706,1692,19967,6,Vague
DR_47769,572,1111,2,Normal
DR_67181,1162,3440,4,Normal
DR_12165,1165,2620,3,Aggressive
DR_52644,2015,27136,6,Vague
DR_35641,1728,11642,5,Normal
DR_24576,1700,12221,6,Vague
DR_18295,524,1591,2,Normal
DR_34853,2005,20969,6,Aggressive
DR_70287,1156,12107,5,Normal
DR_34475,1716,23634,6,Vague
DR_34211,1721,23254,6,Normal
DR_12321,1469,8007,5,Vague
DR_42332,1705,19182,6,Aggressive
DR_58994,1690,15385,5,Vague
DR_42316,1777,34254,6,Aggressive
DR_40782,1709,24404,6,Aggressive
DR_5369,1765,23670,6,Aggressive
DR_64544,1695,38198,6,Normal
DR_12988,1969,9028,5,Aggressive
DR_50141,1967,14109,5,Vague
DR_52793,2053,33795,6,Aggressive
DR_53386,1962,20013,5,Normal
DR_39262,1937,14358,7,Normal
DR_31686,1072,9813,2,Vague
DR_32147,588,1947,2,Normal
DR_66730,753,3229,2,Vague
DR_54489,573,2087,2,Normal
DR_5710,496,1336,2,Normal
DR_12844,579,1851,2,Vague
DR_54439,1509,12143,5,Normal
DR_33246,595,1950,2,Aggressive
DR_20049,764,2231,2,Vague
DR_48029,625,2819,2,Normal
DR_35355,614,1707,2,Normal
DR_37053,629,2348,2,Normal
DR_66206,1160,3661,3,Vague
DR_59126,595,2034,2,Normal
DR_36330,918,15271,3,Normal
DR_52628,1652,22790,4,Normal
DR_14058,684,1891,2,Normal
DR_33364,1679,13509,5,Normal
DR_19257,873,2153,3,Normal
DR_60393,1730,28943,6,Aggressive
DR_62729,549,1814,2,Normal
DR_61949,1028,5652,2,Normal
DR_12619,1007,8742,3,Normal
DR_33572,638,2207,2,Normal
DR_37104,1679,12109,5,Normal
DR_57864,522,1409,2,Normal
DR_6078,1219,722,2,Normal
DR_52166,678,2108,2,Normal
DR_41182,585,1750,2,Aggressive
DR_46445,922,7492,2,Normal
DR_65834,866,1859,4,Normal
DR_55128,738,1275,3,Vague
DR_39356,614,2085,2,Vague
DR_49406,1688,21801,6,Vague
DR_54111,507,1416,2,Normal
DR_33527,550,1637,2,Vague
DR_52112,558,1330,2,Normal
DR_30888,555,1645,2,Normal
DR_18417,1676,11321,4,Vague
DR_31682,587,2196,2,Normal
DR_56868,584,1342,2,Aggressive
DR_13738,562,1403,2,Normal
DR_29244,529,1684,2,Normal
DR_43961,578,2539,2,Normal
DR_39847,1674,22755,6,Normal
DR_33681,1683,22150,6,Normal
DR_63461,1717,21406,6,Vague
DR_33348,2004,19234,5,Normal
DR_32256,897,2631,3,Normal
DR_72575,1680,17056,5,Vague
DR_36529,571,1641,2,Normal
DR_62990,1702,20602,6,Normal
DR_72465,1722,25568,6,Aggressive
DR_20939,1170,1993,3,Normal
DR_20259,2028,19562,5,Aggressive
DR_46178,1734,25386,6,Aggressive
DR_17708,1734,24869,6,Aggressive
DR_19537,1735,22382,6,Aggressive
DR_17953,1715,17288,5,Normal
DR_45722,1647,20096,6,Vague
DR_36518,1981,26616,5,Normal
DR_67130,1724,18796,6,Vague
DR_60643,628,2353,2,Vague
DR_66101,1675,23549,6,Normal
DR_36372,1039,3918,2,Normal
DR_46345,1078,10587,2,Vague
DR_25659,1928,20118,6,Aggressive
DR_52524,1981,14649,4,Aggressive
DR_14047,1709,22535,6,Aggressive
DR_11286,1278,5011,4,Normal
DR_12960,2001,33059,6,Aggressive
DR_41215,908,3815,2,Normal
DR_13719,661,2819,2,Normal
DR_48111,625,3647,2,Aggressive
DR_46977,609,2429,2,Vague
DR_63443,1664,18364,5,Vague
DR_31524,601,1851,2,Normal
DR_42037,1662,21209,5,Vague
DR_68818,571,2311,2,Vague
DR_13086,1699,12304,5,Aggressive
DR_11638,1929,22322,5,Normal
DR_6440,1660,12524,5,Normal
DR_56872,572,865,2,Normal
DR_51675,519,2108,2,Normal
DR_43293,515,2181,2,Normal
DR_61700,598,1468,2,Normal
DR_21552,502,1509,2,Normal
DR_52535,592,1698,2,Normal
DR_11630,511,2125,2,Normal
DR_58593,534,1602,2,Normal
DR_11742,964,2800,3,Aggressive
DR_10336,631,1616,2,Aggressive
DR_51469,572,1851,2,Normal
DR_47234,542,1465,2,Normal
DR_26127,544,1343,2,Vague
DR_70812,665,2107,2,Normal
DR_67800,552,1272,2,Normal
DR_64213,581,1629,2,Normal
DR_34204,552,2233,2,Normal
DR_65077,546,2035,2,Vague
DR_47951,552,1542,2,Vague
DR_33444,533,1136,2,Normal
DR_6132,556,1916,2,Normal
DR_21718,685,2948,2,Normal
DR_66201,536,1367,2,Normal
DR_28024,570,1511,2,Vague
DR_49881,563,1522,2,Vague
DR_10514,562,1581,2,Vague
DR_55126,522,1420,2,Vague
DR_68596,582,2149,2,Vague
DR_11003,1315,572,4,Vague
DR_47283,554,890,2,Vague
DR_36148,596,1545,2,Vague
DR_55821,671,1973,2,Vague
DR_31247,583,1483,2,Vague
DR_71193,544,2358,2,Normal
DR_26627,640,2243,2,Normal
DR_50233,584,2040,2,Vague
DR_53180,557,2516,2,Normal
DR_29345,542,1315,2,Vague
DR_59015,1754,24936,6,Normal
DR_39362,589,2117,2,Normal
DR_62662,1710,37522,6,Aggressive
DR_47298,1633,26224,6,Vague
DR_51467,2043,25937,6,Aggressive
DR_26236,1953,17012,5,Normal
DR_62359,1156,4348,3,Vague
DR_54760,2040,21195,5,Normal
DR_17307,2029,17614,5,Aggressive
DR_14549,908,8121,2,Normal
DR_59468,1971,13989,4,Aggressive
DR_62258,560,2114,2,Aggressive
DR_17570,925,3145,4,Aggressive
DR_38274,1414,9093,6,Aggressive
DR_15084,1003,4194,4,Aggressive
DR_54282,557,2157,2,Vague
DR_33551,1682,23449,5,Aggressive
DR_58520,576,2444,2,Normal
DR_47206,775,3631,2,Normal
DR_59469,582,2696,2,Normal
DR_60893,568,1842,2,Normal
DR_31917,579,1053,2,Normal
DR_56066,541,1583,2,Normal
DR_53828,1678,14149,5,Normal
DR_31157,553,1845,2,Aggressive
DR_55017,566,2073,2,Normal
DR_54722,570,2011,2,Normal
DR_58800,557,1257,2,Normal
DR_58420,560,2207,2,Vague
DR_51621,556,1729,2,Vague
DR_65783,578,1815,2,Vague
DR_39693,566,1822,2,Vague
DR_46203,550,1332,2,Normal
DR_27476,602,1844,2,Normal
DR_74585,550,1548,2,Vague
DR_39894,1705,9068,4,Aggressive
DR_49308,586,1013,2,Vague
DR_23027,603,2023,2,Normal
DR_51295,590,1707,2,Normal
DR_50362,541,1593,2,Vague
DR_72959,1153,2167,4,Normal
DR_37978,544,1869,2,Aggressive
DR_16283,1702,16400,5,Aggressive
DR_44511,1761,31236,6,Aggressive
DR_72956,911,4954,3,Aggressive
DR_35300,619,1790,2,Normal
DR_42317,564,1707,2,Aggressive
DR_22236,538,2096,2,Vague
DR_14269,539,1695,2,Vague
DR_64069,541,2170,2,Aggressive
DR_57219,1079,2890,4,Vague
DR_51049,1716,19482,5,Vague
DR_53226,1700,21423,6,Aggressive
DR_26910,1734,19044,6,Aggressive
DR_75150,615,1566,2,Vague
DR_62300,573,2018,2,Normal
DR_70228,459,268,2,Normal
DR_70988,604,2420,2,Vague
DR_68854,545,2311,2,Aggressive
DR_60308,580,1718,2,Normal
DR_28481,1261,5344,4,Vague
DR_16826,1751,24724,6,Aggressive
DR_15723,531,1533,2,Normal
DR_27799,2064,20544,5,Aggressive
DR_72853,432,555,2,Normal
DR_29573,579,1749,2,Normal
DR_42707,667,3202,2,Aggressive
DR_36589,1041,10241,2,Aggressive
DR_49611,643,1977,2,Aggressive
DR_31555,739,2886,2,Normal
DR_13893,503,1637,2,Aggressive
DR_7517,596,1500,2,Vague
DR_15679,1702,22201,6,Aggressive
DR_64144,564,1781,2,Aggressive
DR_32678,860,1691,3,Aggressive
DR_30472,626,1834,2,Aggressive
DR_13858,772,2642,3,Normal
DR_54230,558,2451,2,Aggressive
DR_28093,564,1740,2,Normal
DR_16971,591,2141,2,Normal
DR_43842,734,3617,2,Normal
DR_45619,612,1749,2,Normal
DR_25166,542,2536,2,Normal
DR_59474,540,2367,2,Normal
DR_25602,747,2787,2,Normal
DR_50311,567,2686,2,Normal
DR_44323,556,2113,2,Normal
DR_24269,615,2434,2,Normal
DR_49884,646,1940,2,Normal
DR_26402,583,2961,2,Normal
DR_22641,613,1808,2,Normal
DR_54172,542,1970,2,Normal
DR_60217,515,1560,2,Normal
DR_46495,611,1650,2,Normal
DR_57560,559,1862,2,Normal
DR_54746,521,1954,2,Normal
DR_19556,574,1626,2,Normal
DR_74426,554,1619,2,Normal
DR_42202,679,2381,2,Vague
DR_26603,632,3114,2,Vague
DR_49627,507,2051,2,Normal
DR_24022,517,1587,2,Normal
DR_45956,561,1869,2,Vague
DR_50017,542,1082,2,Normal
DR_16650,559,2404,2,Normal
DR_7160,570,2193,2,Vague
DR_38898,555,2103,2,Normal
DR_57486,576,1473,2,Normal
DR_15074,580,2038,2,Normal
DR_29973,546,1803,2,Vague
DR_16909,538,1796,2,Vague
DR_32347,558,2337,2,Normal
DR_51053,784,6164,2,Vague
DR_19291,554,1673,2,Vague
DR_20872,584,1917,2,Vague
DR_66724,547,2340,2,Vague
DR_66211,662,1635,2,Aggressive
DR_65808,590,1782,2,Normal
DR_72024,567,2046,2,Vague
DR_37535,573,1780,2,Vague
DR_71967,615,1943,2,Vague
DR_55259,1725,13826,4,Vague
DR_44733,1777,22571,6,Aggressive
DR_64483,516,1930,2,Normal
DR_74350,1041,3992,4,Normal
DR_37256,1992,21400,5,Aggressive
DR_14412,1712,30845,6,Aggressive
DR_73368,1696,31268,6,Aggressive
DR_18381,1703,29448,6,Normal
DR_26912,2050,20242,6,Aggressive
DR_63230,1981,10794,5,Normal
DR_45655,1683,32880,6,Aggressive
DR_16419,2005,13093,5,Vague
DR_73214,1311,14075,3,Aggressive
DR_27010,757,4071,2,Aggressive
DR_44919,632,2841,2,Normal
DR_45165,548,2391,2,Aggressive
DR_61965,582,1746,2,Normal
DR_26968,713,1658,2,Vague
DR_52638,575,2207,2,Vague
DR_52589,987,7833,3,Vague
DR_74388,1198,3026,4,Vague
DR_39729,739,2850,2,Vague
DR_60426,1117,3290,4,Aggressive
DR_73014,904,9741,2,Vague
DR_58385,1004,17256,4,Aggressive
DR_47165,638,2226,2,Normal
DR_53131,760,2794,2,Normal
DR_31964,563,1726,2,Normal
DR_60505,580,2201,2,Normal
DR_18983,549,1872,2,Normal
DR_65419,584,2259,2,Normal
DR_63784,576,1967,2,Normal
DR_40087,557,1721,2,Normal
DR_29195,542,390,2,Aggressive
DR_34362,623,2029,2,Aggressive
DR_69812,586,2729,2,Normal
DR_29437,589,1746,2,Aggressive
DR_46859,542,1450,2,Normal
DR_70242,562,1540,2,Normal
DR_64860,539,1660,2,Normal
DR_15831,578,1252,2,Normal
DR_21531,1009,2560,3,Normal
DR_44359,562,1857,2,Aggressive
DR_4566,557,1638,2,Vague
DR_64770,618,1833,2,Vague
DR_10702,547,1748,2,Vague
DR_19313,606,1712,2,Vague
DR_56231,547,996,2,Aggressive
DR_60403,585,1762,2,Normal
DR_39785,548,1787,2,Normal
DR_20991,559,1736,2,Normal
DR_21992,562,1635,2,Normal
DR_40402,574,1483,2,Normal
DR_65021,567,1929,2,Normal
DR_14372,674,2549,2,Normal
DR_65058,623,2121,2,Vague
DR_57125,601,2349,2,Vague
DR_29714,872,2130,3,Vague
DR_62291,730,3050,2,Vague
DR_11886,517,849,2,Vague
DR_4837,557,2003,2,Vague
DR_11914,591,1762,2,Vague
DR_36801,584,2639,2,Normal
DR_42675,675,3082,2,Vague
DR_10436,1725,16158,4,Aggressive
DR_44938,562,1558,2,Vague
DR_65277,1684,21387,5,Vague
DR_53398,1242,3827,4,Aggressive
DR_45149,920,2120,3,Vague
DR_30880,557,1331,2,Vague
DR_20127,526,1464,2,Vague
DR_55112,1138,3605,4,Normal
DR_12967,570,2173,2,Aggressive
DR_33298,601,1969,2,Normal
DR_30420,581,2084,2,Vague
DR_74454,600,2073,2,Vague
DR_60974,562,2290,2,Normal
DR_32278,644,4181,2,Normal
DR_71955,581,1901,2,Aggressive
DR_29049,1056,3650,3,Aggressive
DR_20487,528,2332,2,Aggressive
DR_6175,487,1111,2,Aggressive
DR_65490,608,3234,2,Normal
DR_57743,548,1687,2,Aggressive
DR_45272,639,3524,2,Vague
DR_18519,584,1814,2,Aggressive
DR_19665,613,2041,2,Aggressive
DR_65659,546,2179,2,Aggressive
DR_49810,682,2795,2,Vague
DR_18731,596,1595,2,Aggressive
DR_13779,593,1797,2,Normal
DR_11786,551,2348,2,Normal
DR_71618,489,1284,2,Normal
DR_44219,563,1478,2,Normal
DR_62710,577,1352,2,Aggressive
DR_29003,563,1782,2,Normal
DR_29198,556,1824,2,Normal
DR_19229,528,2458,2,Normal
DR_39528,602,2245,2,Normal
DR_74517,540,1493,2,Normal
DR_73870,539,1506,2,Aggressive
DR_16018,570,1929,2,Normal
DR_46470,563,1624,2,Normal
DR_31945,571,1590,2,Normal
DR_18338,743,1206,2,Normal
DR_26758,571,820,2,Normal
DR_48054,549,1915,2,Normal
DR_20667,560,1246,2,Normal
DR_48439,591,1912,2,Normal
DR_21931,593,1500,2,Vague
DR_51853,544,1355,2,Aggressive
DR_33719,575,1693,2,Vague
DR_20234,558,1857,2,Vague
DR_73960,576,1240,2,Vague
DR_31605,557,1243,2,Normal
DR_58426,538,1441,2,Normal
DR_19669,555,1377,2,Vague
DR_73066,538,1860,2,Vague
DR_65798,547,1625,2,Normal
DR_75231,559,1872,2,Normal
DR_51084,577,1520,2,Vague
DR_72554,547,1874,2,Normal
DR_29417,567,1612,2,Normal
DR_33941,578,1608,2,Vague
DR_23103,560,1502,2,Normal
DR_49467,559,1152,2,Normal
DR_6746,601,1677,2,Normal
DR_33728,549,1882,2,Vague
DR_73984,626,2073,2,Normal
DR_73268,604,1740,2,Vague
DR_36873,579,1613,2,Normal
DR_42886,1610,7216,4,Vague
DR_75238,1611,12250,4,Vague
DR_55788,1746,23994,6,Normal
DR_17322,1176,3129,3,Normal
DR_23691,826,1177,3,Vague
DR_6312,906,866,3,Vague
DR_43648,1700,12582,6,Aggressive
DR_50217,586,1691,2,Normal
DR_59131,537,1746,2,Vague
DR_15444,572,2001,2,Vague
DR_34460,584,1798,2,Normal
DR_73765,2060,20128,5,Vague
DR_53556,551,1800,2,Vague
DR_18954,1957,11519,6,Aggressive
DR_26219,2046,28665,6,Vague
DR_59656,1720,12252,5,Aggressive
DR_38436,590,1684,2,Vague
DR_6635,625,2882,2,Vague
DR_29415,1717,20107,5,Vague
DR_68836,609,1978,2,Vague
DR_62483,530,2304,2,Vague
DR_74136,576,2347,2,Vague
DR_37953,1672,12835,5,Normal
DR_72061,596,2125,2,Normal
DR_43032,575,2342,2,Normal
DR_52414,1075,4071,3,Normal
DR_12075,630,2356,2,Normal
DR_55892,1045,2372,3,Normal
DR_68492,530,1522,2,Normal
DR_48182,537,1910,2,Normal
DR_45343,728,2577,2,Aggressive
DR_59678,1584,7658,5,Aggressive
DR_56864,789,387,2,Normal
DR_27087,1657,29526,6,Normal
DR_18853,602,2043,2,Normal
DR_19936,587,1807,2,Normal
DR_45862,520,1499,2,Normal
DR_27880,879,3102,4,Vague
DR_35049,530,2035,2,Normal
DR_65780,690,2159,2,Normal
DR_35599,526,2164,2,Normal
DR_40915,952,2431,4,Normal
DR_19127,619,1779,2,Vague
DR_69027,1683,8668,5,Normal
DR_69418,155,44,2,Normal
DR_4559,798,2226,3,Normal
DR_44255,549,1106,2,Normal
DR_64161,1664,11519,6,Vague
DR_21836,564,1154,2,Normal
DR_43706,540,1587,2,Normal
DR_33292,773,1264,3,Normal
DR_50844,1804,22122,6,Normal
DR_28441,558,1275,2,Normal
DR_48992,1101,16320,4,Normal
DR_69511,556,1524,2,Vague
DR_28232,1725,16603,6,Normal
DR_30492,1993,18112,5,Normal
DR_25474,1173,10115,2,Vague
DR_26762,1803,11333,4,Aggressive
DR_58295,1713,13889,5,Aggressive
DR_7440,1102,2832,3,Normal
DR_70071,1728,18638,6,Aggressive
DR_42753,1674,20272,6,Vague
DR_29358,695,2657,2,Vague
DR_48506,739,2902,2,Vague
DR_55402,1335,9139,5,Vague
DR_4735,590,2355,2,Vague
DR_17971,1693,14443,6,Normal
DR_7146,2038,26810,6,Aggressive
DR_42170,1700,21764,5,Vague
DR_59916,2000,20943,5,Aggressive
DR_30473,1690,37363,6,Vague
DR_12569,2079,26789,7,Aggressive
DR_55381,2022,13751,5,Normal
DR_37748,566,2155,2,Normal
DR_7461,1873,10161,6,Normal
DR_48667,1739,22185,5,Vague
DR_43514,691,1708,2,Vague
DR_67609,2077,21953,5,Vague
DR_54075,1258,3599,4,Vague
DR_15346,586,2342,2,Normal
DR_36375,1727,31522,6,Aggressive
DR_32853,931,3584,3,Vague
DR_63513,788,3631,2,Vague
DR_43677,640,4277,2,Vague
DR_33024,975,2182,4,Vague
DR_52385,1706,21531,5,Normal
DR_55271,1077,3501,3,Normal
DR_13051,728,2311,2,Normal
DR_51738,682,3032,2,Normal
DR_74719,905,9477,3,Normal
DR_31997,976,2642,4,Normal
DR_10663,581,1634,2,Normal
DR_67208,735,3555,2,Aggressive
DR_47690,565,1483,2,Normal
DR_43936,1223,3054,3,Normal
DR_49326,1174,3310,3,Aggressive
DR_42952,1697,15799,4,Aggressive
DR_57835,798,1922,3,Normal
DR_48650,518,984,2,Normal
DR_11703,1213,8854,4,Normal
DR_7003,724,5565,2,Normal
DR_74222,642,1948,2,Normal
DR_49783,1741,28056,6,Normal
DR_48487,562,1584,2,Vague
DR_38563,560,1425,2,Vague
DR_62908,1679,12787,5,Normal
DR_73047,648,1954,2,Normal
DR_47942,591,853,2,Normal
DR_31509,523,1810,2,Normal
DR_67270,1636,17032,6,Normal
DR_64835,1571,20896,6,Normal
DR_15270,1682,23809,6,Normal
DR_64288,1041,4453,2,Normal
DR_36249,1678,8873,4,Vague
DR_59926,1766,27519,6,Aggressive
DR_30668,1749,24209,6,Vague
DR_11944,1704,21407,6,Aggressive
DR_23043,645,1679,2,Vague
DR_51399,538,968,2,Normal
DR_67679,526,1589,2,Vague
DR_35455,1655,20398,6,Vague
DR_69138,748,2482,2,Vague
DR_29886,1734,19444,6,Vague
DR_74049,932,4858,2,Vague
DR_30196,2011,15634,5,Normal
DR_64397,1815,26739,6,Aggressive
DR_59612,1719,20204,6,Normal
DR_73785,1960,15635,6,Vague
DR_48395,1712,19518,6,Normal
DR_38561,1704,11734,6,Aggressive
DR_59450,907,877,3,Normal
DR_47436,1717,12946,5,Aggressive
DR_12738,2047,19145,5,Aggressive
DR_50883,1985,17213,5,Normal
DR_63995,545,1438,2,Vague
DR_73658,1952,12052,5,Aggressive
DR_64162,562,1363,2,Normal
DR_34591,2039,17997,5,Normal
DR_34572,2049,26522,6,Normal
DR_13717,1745,15803,5,Vague
DR_25570,1713,25274,6,Vague
DR_21529,1749,14570,5,Vague
DR_56197,1645,14555,5,Vague
DR_15014,1828,9396,3,Aggressive
DR_41948,617,2542,2,Normal
DR_52844,1735,26593,6,Aggressive
DR_54349,666,2331,2,Vague
DR_58030,606,1259,2,Normal
DR_24562,1715,25132,5,Aggressive
DR_74182,612,2014,2,Normal
DR_39473,548,1529,2,Aggressive
DR_41486,586,1682,2,Normal
DR_23407,547,1416,2,Normal
DR_74212,768,387,2,Normal
DR_14388,758,2553,2,Normal
DR_23809,1666,25333,5,Normal
DR_59934,1237,2796,3,Normal
DR_49610,695,3358,2,Normal
DR_13242,540,1343,2,Normal
DR_16506,527,1287,2,Normal
DR_39534,521,1463,2,Normal
DR_5282,1139,3156,3,Normal
DR_56604,475,843,2,Normal
DR_15461,656,1345,2,Normal
DR_48321,1158,1806,3,Normal
DR_68759,524,1403,2,Vague
DR_74822,1632,22598,6,Vague
DR_21501,648,189,2,Vague
DR_20444,516,1474,2,Normal
DR_24426,899,1911,3,Normal
DR_15926,528,1445,2,Normal
DR_17823,596,1034,2,Normal
DR_64159,911,2291,2,Vague
DR_25403,1114,2791,4,Normal
DR_7424,512,1594,2,Normal
DR_70467,1174,3266,4,Normal
DR_21504,1723,14388,5,Aggressive
DR_27994,1302,8191,3,Normal
DR_19310,569,1260,2,Aggressive
DR_64741,1091,6663,2,Normal
DR_67168,1718,13972,6,Aggressive
DR_22760,1685,13746,6,Normal
DR_18156,1717,13103,5,Aggressive
DR_36557,548,1261,2,Vague
DR_22315,1728,17875,6,Aggressive
DR_67123,1963,19742,6,Aggressive
DR_26013,1725,23921,6,Normal
DR_37336,1732,20184,6,Vague
DR_14331,585,1937,2,Normal
DR_45556,557,1587,2,Normal
DR_44079,1928,20796,6,Normal
DR_4436,1713,13903,6,Aggressive
DR_61639,1099,1940,4,Vague
DR_53726,2021,21107,6,Vague
DR_15069,442,1020,2,Vague
DR_63226,1951,14185,4,Aggressive
DR_59005,1720,15715,6,Aggressive
DR_43165,816,3058,3,Vague
DR_43170,1732,13152,6,Normal
DR_4363,2074,21169,5,Aggressive
DR_23231,2032,18238,5,Normal
DR_48831,2027,26712,6,Normal
DR_33481,1038,6499,2,Vague
DR_72905,1711,16935,6,Vague
DR_36804,2043,20471,6,Aggressive
DR_38838,715,2577,2,Vague
DR_23570,1205,7542,2,Vague
DR_46761,577,1686,2,Normal
DR_24992,1719,21064,6,Aggressive
DR_19517,2102,27780,6,Normal
DR_70134,565,1538,2,Normal
DR_65268,577,1768,2,Vague
DR_29223,980,1683,3,Vague
DR_24639,1731,24826,6,Aggressive
DR_54176,991,8925,2,Normal
DR_38604,1758,29423,6,Aggressive
DR_64670,576,2116,2,Normal
DR_28781,780,1471,3,Aggressive
DR_63873,1719,20418,6,Aggressive
DR_68707,662,2052,2,Normal
DR_52582,1712,27216,6,Normal
DR_51868,1686,26276,6,Normal
DR_30797,1071,2169,4,Normal
DR_20628,573,2100,2,Normal
DR_13185,1232,8504,2,Normal
DR_59814,1067,4097,4,Normal
DR_7121,586,1377,2,Normal
DR_71509,566,1435,2,Normal
DR_52887,619,1788,2,Normal
DR_46125,551,1392,2,Normal
DR_22945,1133,2337,4,Normal
DR_29318,786,2227,3,Normal
DR_10916,521,1628,2,Normal
DR_13727,530,1514,2,Vague
DR_11531,1699,10385,5,Aggressive
DR_22592,645,1886,2,Vague
DR_15021,607,1823,2,Vague
DR_70104,530,1335,2,Vague
DR_4860,554,1199,2,Normal
DR_56753,919,3959,2,Normal
DR_73730,542,1300,2,Normal
DR_18775,526,1490,2,Normal
DR_37246,522,938,2,Vague
DR_29378,757,2010,2,Vague
DR_28929,760,2844,2,Normal
DR_18987,1977,13316,5,Normal
DR_73318,502,945,2,Vague
DR_43402,784,2405,2,Normal
DR_22321,525,1281,2,Normal
DR_66348,560,1992,2,Vague
DR_57175,509,1178,2,Vague
DR_73474,539,1344,2,Vague
DR_25584,561,2186,2,Vague
DR_61197,1747,22376,6,Vague
DR_49619,642,2285,2,Vague
DR_62406,559,1532,2,Vague
DR_46782,533,1153,2,Normal
DR_69781,1668,21832,6,Vague
DR_53994,587,1597,2,Vague
DR_42578,560,1932,2,Normal
DR_70737,1703,21965,6,Vague
DR_29079,1217,2301,4,Aggressive
DR_11675,865,1640,3,Normal
DR_10687,608,1873,2,Normal
DR_20183,667,2333,2,Vague
DR_49949,1629,8425,6,Vague
DR_31192,1818,8430,5,Normal
DR_52986,1995,16408,5,Aggressive
DR_42326,2031,18381,5,Aggressive
DR_22053,1689,18681,6,Vague
DR_40508,1705,17567,6,Normal
DR_69369,1726,15966,5,Aggressive
DR_12479,2045,18102,5,Normal
DR_12183,1193,2547,3,Vague
DR_4119,1758,24162,6,Vague
DR_37652,2010,20600,5,Vague
DR_29566,849,2423,3,Normal
DR_53716,572,1634,2,Vague
DR_50681,564,1761,2,Normal
DR_64829,579,1591,2,Vague
DR_71024,644,1624,2,Vague
DR_33838,624,1975,2,Vague
DR_37094,572,1868,2,Vague
DR_41826,544,1375,2,Aggressive
DR_66242,550,1873,2,Normal
DR_71559,796,1448,3,Normal
DR_72407,522,1778,2,Normal
DR_18584,567,1740,2,Normal
DR_23041,540,1581,2,Normal
DR_50494,549,2049,2,Normal
DR_6210,835,1395,3,Normal
DR_7107,572,1398,2,Normal
DR_49784,546,1024,2,Normal
DR_55514,515,1958,2,Normal
DR_31510,561,1406,2,Vague
DR_31729,602,1625,2,Vague
DR_15265,539,1198,2,Vague
DR_6226,547,687,2,Vague
DR_15896,563,1407,2,Vague
DR_10745,564,1486,2,Vague
DR_10282,548,1037,2,Normal
DR_19896,569,1407,2,Normal
DR_51217,529,957,2,Normal
DR_51224,544,1425,2,Normal
DR_39406,517,1754,2,Vague
DR_61037,576,1610,2,Vague
DR_47909,547,1935,2,Normal
DR_15651,579,1054,2,Vague
DR_75109,553,908,2,Vague
DR_28763,566,1482,2,Vague
DR_19111,589,1656,2,Vague
DR_4636,593,1381,2,Vague
DR_40716,587,1831,2,Vague
DR_36522,532,1531,2,Vague
DR_34047,541,1871,2,Normal
DR_63432,592,1657,2,Vague
DR_66370,2021,18283,5,Normal
DR_7425,844,3369,2,Vague
DR_56744,580,1665,2,Normal
DR_42467,563,1960,2,Vague
DR_34099,1635,14365,6,Normal
DR_49053,577,402,2,Vague
DR_56485,1990,18805,5,Normal
DR_31641,625,2189,2,Vague
DR_56681,582,1974,2,Normal
DR_75083,535,1721,2,Vague
DR_66159,1261,5508,4,Vague
DR_48814,756,2045,3,Vague
DR_70841,585,2086,2,Normal
DR_48413,1705,17773,6,Aggressive
DR_32011,574,1595,2,Vague
DR_34254,1698,17602,6,Aggressive
DR_52830,610,1370,2,Normal
DR_72723,743,2394,3,Normal
DR_5530,594,1576,2,Vague
DR_5281,573,1520,2,Normal
DR_44505,601,2504,2,Normal
DR_46426,672,2224,2,Vague
DR_64239,607,2581,2,Vague
DR_30113,1250,242,2,Vague
DR_73934,728,2981,2,Normal
DR_38722,577,2106,2,Normal
DR_69391,657,2118,2,Normal
DR_5403,566,1721,2,Normal
DR_18937,568,1675,2,Normal
DR_33437,587,1410,2,Normal
DR_27088,665,5082,2,Normal
DR_72092,577,1687,2,Normal
DR_33068,976,2392,3,Normal
DR_20524,551,1498,2,Normal
DR_25266,552,708,2,Normal
DR_34338,576,1581,2,Normal
DR_49764,520,1807,2,Normal
DR_7030,547,1692,2,Normal
DR_40768,518,2334,2,Normal
DR_67955,543,1468,2,Normal
DR_37840,553,1615,2,Normal
DR_38710,618,1978,2,Normal
DR_15925,519,1300,2,Normal
DR_57796,557,1093,2,Vague
DR_42040,543,1068,2,Normal
DR_61382,573,1397,2,Normal
DR_63555,574,1451,2,Normal
DR_51759,534,1274,2,Normal
DR_72148,548,1479,2,Normal
DR_53271,557,1322,2,Normal
DR_37126,598,1468,2,Vague
DR_25562,571,1275,2,Vague
DR_4461,565,2141,2,Normal
